comment_id,text,likes,author,author_id,timestamp,time_text,is_pinned
UgxT09zURzjoNYoe4pN4AaABAg,በርቱ❤,14,@NewaySenjawe,UCwXMDvUqzA0FxtfUcfc1_yQ,1751500800,2 days ago,False
UgzwdkQJj_tOpaQ9H014AaABAg,ምርጡ ጀግናው አርአይ እና ሮቤል በርቱ ምርጥ ኢትዮጲያዊ  ለእውነት ሰለምትቆሙ በጣም አከብራችኃል ሁሌም ከጎናቹ ነኝ❤❤❤❤❤,2,@misrakteferifeleke7728,UCH3qdQbAsLfvMw3_GVsVpYg,1751601600,20 hours ago,False
Ugy-dVZR0nLgpT1FgyB4AaABAg,🇪🇹🇪🇹🇪🇹 አርአያ እና ሮቤል እንኳን ደህና መጣችሁ 🌹🌹🌹,15,@SahlemikaleSeifu-c1f,UCKpW_Omqg9eyEl5-Yu43JyQ,1751500800,2 days ago,False
Ugw91SHULtxfXS9xSVV4AaABAg,በርተ❤❤,11,@ahmedSalih-i3y,UClc4_PhVGfq7f-CubD68IxA,1751500800,2 days ago,False
UgzZ-JjeN7gibPgBjtF4AaABAg,እናመሰግናለን,7,@entsna_lewunet,UCaHE17_meI6Eavq_MgaGqew,1751500800,2 days ago,False
Ugwdn5FcT3aC8RRj5FR4AaABAg,ይሄ ሠው ደስ ይለኛል።,9,@GeremawMenesho,UClamQ3zrUw5H0cUuL3btoIQ,1751500800,2 days ago,False
UgxReKSvqnbQskgAZ_94AaABAg,አርአያ  እናም  ሮባ ቀስቶ ሰላም  ሰላም ለኢትዮጵያ ❤❤❤❤,15,@mulugetagebra3472,UCz70TfGrw2-wMeVur1GxpqA,1751500800,2 days ago,False
UgzJSujC4vdWvfgF1al4AaABAg,ሰላም ወንድሜ አርዐያ,9,@ahmedinjemal721,UCMeuxGz1TsCSpaatu4sKEaQ,1751500800,2 days ago,False
UgypvvJ6KlRjceWJAyx4AaABAg,"Araya, Robel thanks for your bravery great job.",8,@mollahoresa9435,UCZcT6eWIgDVOecwF4FPF6ag,1751500800,2 days ago,False
UgyS2oSI6BmPNsnn4v14AaABAg,Ar'aya you are so special!. you are doing your part & let others see to do their part. We need more🎉🎉🎉🎉🎉🎉 journalists like and Keep it up!!,5,@HussenAbdella-s7y,UCw6LsU4xzAfhnAyTVPLmcgQ,1751500800,2 days ago,False
Ugwck2p1eFmiSbRtW9R4AaABAg,አይ አረያ በጣም ትገርመኛለክ ወልሏሂ ይህ ሁሉ የሃገር ጠበቃ ተቆርቋሪነትክ ሳይ በጣም እቀናብካለው ዋው ወንድሜ አልሏህ እድሜና ጤና ይስጥክ!!!!!! ሮባ ክበርልኝ!!!!!!!!      ኢትዮጵያ ለዘላለም ትኑር!!!!!!!!!!!!!!!!!!!,13,@binzayd5862,UCw6KgSg9pfKHAL0azDRCoCw,1751500800,2 days ago,False
UgwL6CNm-fmToHNC6eF4AaABAg,የአቶ ሀይለማርያም ደሳለኝ እናት ማቅረባችሁ በጣም ደስ ብሎኛል።  የእሳቸው አይነት እናቶች ጥቅት ቢሆኑም ሌሎችም አሉ። ረጅም እድሜ እየተመኘሁ ልጆቻቸው እናትነታቸውን ብቻ ሳይሆን የእሳቸውን እምነት (ሀይማኖት ) ጭምር ተቀብለው አክብረው አስከብረው በፍቅር እንድኖሩ መልካም ምኞቴን ለማስተላለፍ እፈልጋለሁ። ይህን ሀሳብ መስጠት የፈለኩት አቶ ሀይለማርያም አንድ ወቅት ስለእናቱ እምነት በተመለከተ በቴሌቪዥን ወጥቶ የተናገረውን በማስታወስ ነው።,0,@hailushibru9962,UCRuYjB5iSOsdKVeLr2rto_A,1751648400,7 hours ago,False
Ugx1VlmJ0VQUJHGLGch4AaABAg,Ar'aya you are so special!. you are doing your part & let others see to do their part. We need more journalists like and Keep it up!!🎉🎉🎉🎉,3,@HussenAbdella-s7y,UCw6LsU4xzAfhnAyTVPLmcgQ,1751500800,2 days ago,False
UgzoWTO-p_da0i8Q0qV4AaABAg,የ እግዚአብሔር ምህረት ይውረድልን,0,@metitadesse8409,UCRucsdVaY4GpON2kFErqQwA,1751670000,1 hour ago,False
UgyOKfEXwElBEiDKsu94AaABAg,አርአያ  ምንጊዜም  ጅግና  ነው !!!,0,@ZerihunTadesse-d7w,UCfpMdCr9e-6qpNaxqJV1V8Q,1751648400,7 hours ago,False
UgxoGl0Isb-dB6RGjAN4AaABAg,ጋዜጠኛ ማለት አርያ ተስፋማርያም አንደኛ። ለምን? ዋናው የጋዜጠኛ ስራ ህዝቡ ውሀ ጠጣ ወይ ማለት ነው። የስፖርት ወሬውንም ቢሆን አገር በሚጠቅም መልኩ የሚነግረን አርያ ይበልጣል።,10,@lealemsisay3071,UCxsRah-hG3QuVqq4837Wvtw,1751500800,2 days ago,False
Ugx-FiFvYWeVCjC2iDR4AaABAg,"❗️ Tadesse Werede "" YeQen Jib "" nw ‼️",6,@davidd1977,UCQ27GL-cdoM0eadbfxDv7_Q,1751500800,2 days ago,False
Ugwqf5z8HsNMCHw51sN4AaABAg,አብይ  እደት  ይውደቅ  እያሉ  እድያስቡ  ነው  የሚፈልጉት  አላማቸው  ይህ  ነው,7,@MdHabsi-v3j,UCBaOPrGmFSMN7hXw0PIQ2hA,1751500800,2 days ago,False
UgyLqMuRv5lYDvDp25l4AaABAg,ለትግራይ ህዝብ ሁሉንም አማራጭ አሟጦ በመጠቀም የግንዛቤና የመረጃ ምንጮችን ማስፋትና ተደራሽ ማድረግ ላይ ሁሉም ይረባረብ።ጦርነቱን ማስቀረት ባይቻል እንኳ ትግራዋይ የሆነ ሁሉ የህወሃት ቤዛ እንዳይሆን መጣር ትልቁ ስራ ሊሆን ይገባል።ሰላም ለሀበሻ,9,@RabiyaEssa-j4x,UCh54vqLo4MPA_6dkwL-Y73A,1751500800,2 days ago,False
Ugw5M64RDiQTm29F06N4AaABAg,areaya my hero,6,@AssefaBalemual-kd3nq,UCT1SzO8J2VQC7Sw1JDcCVZQ,1751500800,2 days ago,False
UgwyOrmBGnpIaiJLLuh4AaABAg,❤❤❤❤❤❤❤❤❤ሮባ ሮቤል አርአያ አጋልጡልን❤❤❤❤❤❤❤❤,7,@FelekeDemisse-d3u,UCjdI45HkNR20pDl9j_MWr-w,1751500800,2 days ago,False
UgxbaUAsTzFqgR8xvHN4AaABAg,አብይ እነዚህን ምርኮኞች ከመልቀቁ በፊት ገረፍ ገረፍ አድርጓቸው ቢሆን ኖሮ እንዲህ አይለፈልፉም ነበር።,7,@hasenbahiru,UCiIPf0CcZeZLNAKWHh0ADIA,1751500800,2 days ago,False
Ugx0c5M6DAfSWpXyAQp4AaABAg,አርአያ ማለት ምርጥ ጋዜጠኛ ነህ!!!!!በርታ ፣ ለትግራይ ህዝብ ጉስቁልና ኑሮ አስተዋፅኦ ሲያደርግ የነበረውን የህውሀት አደገኛ ፖርቲን ሴራ ያለመሰሰት እና ያለፍርሀት እያጋለትክ ፣ የትግራይ ህብረተሰብ እልባት አግኝቶ እፎይ እስከሚል ድረስ ከባልደረቦችህ ጋር የምታደርጉትን ጥረት እንድትከበሩ ያደርጋችሁዋልና በርቱ። ፈጣሪ ከጎናችሁ ይሁን።,8,@Wasali-c6n,UCz4S909_faojyiodcejmeLQ,1751500800,2 days ago,False
UgzXyRRblSe1bwQ0NOV4AaABAg,Ar'aya you are so special!. you are doing your part & let others see to do their part. We need more journalists like and Keep it up!!,1,@HussenAbdella-s7y,UCw6LsU4xzAfhnAyTVPLmcgQ,1751500800,2 days ago,False
Ugz2fLl5gK_i1C7v7xV4AaABAg,ሁሌም ከሃሳቤ ያለ ነገር ቢኖር ህወሓትን በክፋቱና በልኩ እየገለፃችሁት እንዳልሆነ ነው። እርግጥ ነው የቻላችሁትን ያክል እያላቹ ቢሆንም በቅርበት ብታዩት ደግሞ የሰይጣንን ስራ የሚያስንቁ ድንቅ የዘመኑ የሰው ካንሰርነታቸው ያስደምማችኃል። ልማነኛውም ከስርከስር እንከታተለዋለን ክፋታቸው ፀሃይላይ እናሰጣዋለን እናጋራችኃለንም።,5,@ፍስሃጉተና,UClYp4wC_puPSOzPp0cg3OBA,1751500800,2 days ago,False
UgziEGm7vSqIli46Szl4AaABAg,አርያ  ጀግናው,12,@ZenaViva,UCsW8P-aUkh80S7W4hpLkoHQ,1751500800,2 days ago,False
Ugzo_aV5z0so0ifNSrR4AaABAg,ወይኔ አርአያ ምን አይነት ጀግና ነህ ስለእውነት ሀገር አላየችህም አላስተዋለችህም አልሰማችህም አዘንኩ በእውነቱ,11,@tesfayedula852,UCbMPwFrbNAuCDHq9qQ8lHSQ,1751500800,2 days ago,False
UgwChugNDWmkLUHyvW54AaABAg,አርያ ተስፋ ማሪያም የፃፈውን መፅሀፍ እንዴት ማግኘት እችላለሁ ? የመፀሀፉ አርእስ ( ከህውሀት ጏዳ) ይላል ነዋሪነቴ  USA,5,@desalegnsisay1709,UCGNj6Atc0IOxvFUOkYPAQ7w,1751500800,2 days ago (edited),False
UgwNxTxlVrpHpqwPvZd4AaABAg,❤❤ ሰላም ለወደሞቼ ምርጥ አረሃያ እና ብሮ ፈጣሪ ይጠብቀን በጣም ይገርማል ያንተ የሀገረ ፍቅረ ምርጥ ነክ መንግሥት ዝም ነወ መጫጫት ትርጉም የለወም የመንግሥት አካሄድ ጥሩ ነወ ምክንያቲም ከባድ ነወ አረሃያ አቦ ዶላ ምን ይሰራል ከባድ ነወ ሁሉም ፈጣሪ ሀገራችንን ይጠብቀልን እንጂ ሁሉም ተሰበሸበወ መታሰር ነበረባቸወ ግን ጥሩ ነወ የመንግሥት አካሄድ አይዞን በአንድ ቀን ሁሉም ነገረ አይሆን ሰለዚህ ከባድ ነወ የወይኔን ሥራ ከፈጣሪ ተጨምሮ ነወ ፈጣሪ ይረዳን,6,@gersutadros5960,UCD2762JkF3KQWZPTrmBRaQw,1751500800,2 days ago,False
