channel_id,video_url,video_title,upload_date,comment_id,text,likes,author,author_id,timestamp,time_text,is_pinned
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,Ugwy_RRP_jw9X70s0ZJ4AaABAg,እንደነዚህ ያሉትን ድንቅና ቸር የሀገር ብርቅዬዎች ለወጣቱ የሚሆን ምክር እንዲለግሱ ሁኔታዎችን በማመቻቸት በኩል ሶሻል ሚዲያዎች የአንበሳውን ሚና ይጫወታሉ የሚል እሳቤ አለኝና፣ የSol ”ሻይ-ቡና”  ፕሮግራም ይህንን ምርጥ ኢትዮጵያዊ ሰለአቀረብከው አሰተማሪ የሆኑ አስተሳሰቦችን አድምጫለሁ። ሸጋ ዝግጅት ነውና ይበል ብያለሁ። በርታልን❤,8,@MrTeklina,UCeF2_rCOpiOTxbcnu6pMy0w,1748822400,1 month ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,Ugwy_RRP_jw9X70s0ZJ4AaABAg.AIr7PqCLc_wAIx5pi8_8gf,👌,0,@bisubisete7619,UCL33ISnW0nb35ck66Wngxig,1749600000,3 weeks ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,UgykqlxLyBsL7_tBwlR4AaABAg,"ሶሻል ሚድያ የማይጠቀሙ እና ኮሜንት ማድረግ የማይችሉ በቲቪ የሚከታተሉት ብዙ እናቶችና አባቶች የሚወዱት ፕሮግራም ነው ,እንኳን በስላም ተመለሳቹ",22,@Abarsenal2030,UCm8BzooTq_kClFU4Ig1yOIQ,1748822400,1 month ago (edited),False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,UgzgQH3p-wadCWxuDbJ4AaABAg,ሰሌ እንኳን በዚህ መልኩ ተመለስክ በጣም ምርጥ ሰው በእንግድነት አቅርበህ ብዙ አስተምረህነል  ሀብት ካለሰው  ሀብት ካለድካም  ሀብት ካለደግነት አይመጣም ትርጉምም አይኖረውም የሚለውን አይተንበታል,5,@zemenetruneh510,UC-yH4ftcIhFynoilRNMDSDA,1748822400,1 month ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,UgwERBUzo6eb-HuaKz94AaABAg,ሁለት በጣም የምወዳቹ የማከብራቹ ምርጥ ሰዎች,8,@davicode1901,UCQGhSJQmDxLQXBMITAr2jsg,1748822400,1 month ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,Ugx0rRJ0IiJtLx5rDsF4AaABAg,በጣም የማደንቀው ልጅ የዋህ የአገራችን ልጅ,7,@coolnassa1420,UCj2KGBrsTvs2YHmhvJWPjxA,1748822400,1 month ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,Ugyop4XyPa65ztVvElR4AaABAg,# እንቁ ጠንካራ ኢትዮጵያዊ እንኳን ደህና መጣህ,8,@የጨነቀለት12,UC7uyajh4ffOUcNXavPBK9pw,1748822400,1 month ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,UgzGtPGk0No25x3AagR4AaABAg,እንኳን ደና መጣህ አክባሪ አድናቂህ ነኝ,5,@luliyagebrehiwot2112,UCCsWrI2kq0beIqupQhX8aaw,1748822400,1 month ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,UgwM4_dsyu7_It0T-qR4AaABAg,በቀጠር አሪፊ የሚሆነው professionalism የሚከበርበት ሀገር ሲሆን ብቻ ነው ስራህን ሳይሆን ዘር ሃይማኖት አሻጥርና ሙስና አንዱ መስፈረት በሆነበት ሀገር ወደን ሳይሆን ተገደን ብቻ ነው በቅጥር የቆየነው። የሁለታቹም አድናቂ ነኝ። initial እጅግ በጣም አስቸጋሪ ነው ወደ ራስህ መመለስ።,3,@yidnekachewtesfaye5960,UCD7RDfJdKLYxk-uH8jdYj0A,1749600000,3 weeks ago,False
GEBEYANU,https://www.youtube.com/watch?v=a6Mro0FGo3Y,#ethiopia ሰው ራቁቱን መሄድ ያለበት #habesha,N/A,UgxiE7jFcF1fKYvW2A54AaABAg,መቀጠር ማለት ፈርሞ እራስን ለባርነት መሸጥ ነው::ትንሽ እንኩዋን ብትሆን የራስን ስራ የመሰለ ምንም ነገር የለም::ሁሌ የሰውን ፊት እንደማየት እና የሰውን እጅ እንደመጠበቅ ደባሪ ነገር የለም::እየሰራክ የከፋዩን ደጅ እና እጅ መጥናት::እኔ ሳይገባኝ መቀጠርን እንደ ጥሩ ነገር ነበር የማየው::ሲገባኝ  ነው የነቃሁት::ከባርነት ወጥቶ በነፃነት የራስን ነገር መስራት ቀላል ባይሆንም እንደምንም ታግሎ የራስን ነገር መስራት ነው መፍትሄው::ጊዜ እና ጉልበት ይጠይቃል ቢሆንም ይቻላል ከባርነት ነፃ መውጣት::,8,@JimmaworkWaktole,UChN3Ew7FSYUDNHAnnXQbupA,1748995200,4 weeks ago (edited),False
